Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
ATL,2018,17,TB,0.015,0.214,0.54,-0.154,0.297,0.465,0.009,0.098
BAL,2018,17,CLE,0.022,0.049,0.426,0.103,0.072,0.228,-0.344,0.045
BUF,2018,17,MIA,0.497,0.091,0.285,0.064,-0.482,-0.641,-0.279,-0.077
CAR,2018,17,NO,0.545,0.332,0.696,0.121,-0.185,-0.532,0.071,0.028
CHI,2018,17,MIN,0.452,0.138,0.344,0.069,-0.365,-0.482,-0.14,-0.052
CIN,2018,17,PIT,-0.243,-0.524,-0.889,0.091,-0.201,-0.217,-0.166,0.08
CLE,2018,17,BAL,0.051,0.19,0.433,-0.23,0.168,0.188,0.159,0.029
DAL,2018,17,NYG,0.043,0.256,0.607,-0.266,0.072,0.06,0.09,-0.14
DEN,2018,17,SD,0.148,-0.133,-0.212,0.081,-0.343,-0.707,-0.09,-0.062
DET,2018,17,GB,0.985,0.15,0.595,-0.235,-0.704,-0.775,-0.469,0.131
GB,2018,17,DET,-1.138,-0.788,-0.84,-0.492,0.34,0.729,-0.005,-0.009
HOU,2018,17,JAC,0.61,0.036,0.05,0.154,-0.505,-0.431,-0.619,0.07
IND,2018,17,TEN,0.514,0.314,0.503,0.207,-0.165,-0.202,-0.11,0.035
JAC,2018,17,HOU,-0.753,-0.755,-0.779,-0.457,0.02,-0.084,0.142,0.022
KC,2018,17,OAK,0.515,0.135,0.405,-0.123,-0.376,-0.672,-0.079,0.005
LARM,2018,17,SF,0.447,0.267,0.746,-0.029,-0.105,-0.131,-0.066,0.075
MIA,2018,17,BUF,-0.812,-0.462,-0.447,-0.391,0.35,0.62,0.166,0
MIN,2018,17,CHI,-0.011,-0.078,-0.104,-0.025,0.054,0.12,0.016,0.121
NE,2018,17,NYJ,0.636,0.23,0.871,-0.275,-0.364,-0.256,-0.498,0.041
NO,2018,17,CAR,-0.313,-0.128,-0.282,0.064,0.231,0.865,-0.223,0.046
NYG,2018,17,DAL,-0.008,0.111,0.161,0.293,0.305,0.616,-0.279,0.186
NYJ,2018,17,NE,-0.676,-0.574,-0.421,-0.682,0.167,0.555,-0.196,0.065
OAK,2018,17,KC,-0.536,-0.62,-0.721,-0.411,0.036,0.257,-0.181,0.12
PHI,2018,17,WAS,0.694,0.092,0.433,-0.088,-0.552,-0.468,-0.729,0.05
PIT,2018,17,CIN,0.333,-0.211,-0.178,-0.179,-0.464,-0.793,-0.063,0.08
SD,2018,17,DEN,-0.105,-0.173,-0.402,0.04,-0.043,-0.01,-0.098,0.026
SEA,2018,17,ARI,-0.227,-0.14,-0.49,0.103,-0.15,-0.197,-0.088,-0.237
SF,2018,17,LARM,-0.308,-0.295,-0.302,-0.284,0.083,0.599,-0.251,0.069
TB,2018,17,ATL,0.01,0.298,0.573,-0.169,0.313,0.466,0.089,0.025
TEN,2018,17,IND,-0.288,-0.19,-0.3,0.128,0.205,0.308,0.102,0.108
ARI,2019,1,DET,-0.13,-0.147,-0.153,-0.053,0.096,0.294,-0.144,0.114
ATL,2019,1,MIN,-0.463,-0.264,-0.185,-0.392,0.147,0.447,0.06,-0.053
BAL,2019,1,MIA,0.726,0.438,1.15,0.035,-0.203,-0.102,-0.455,0.085
BUF,2019,1,NYJ,-0.176,-0.16,-0.326,0.253,0.035,0.098,-0.101,0.019
CAR,2019,1,LARM,-0.095,-0.021,-0.291,0.44,0.076,0.003,0.168,0.002
CHI,2019,1,GB,0.104,-0.206,-0.018,-0.444,-0.262,-0.023,-0.651,0.049
CIN,2019,1,SEA,-0.004,-0.146,0.06,-0.673,-0.211,-0.211,-0.21,-0.069
CLE,2019,1,TEN,-0.525,-0.283,-0.373,0.1,0.303,0.334,0.272,0.061
DAL,2019,1,NYG,0.481,0.6,1.181,-0.153,0.138,0.133,0.148,0.019
DEN,2019,1,OAK,-0.389,0.021,0.196,-0.1,0.335,0.821,-0.049,-0.075
DET,2019,1,ARI,-0.04,-0.051,0.287,-0.29,-0.164,-0.176,-0.138,-0.153
GB,2019,1,CHI,0.105,-0.188,0.247,-0.55,-0.249,-0.247,-0.256,0.044
HOU,2019,1,NO,-0.003,0.278,0.365,0.519,0.264,0.361,0.069,-0.017
IND,2019,1,SD,-0.132,0.318,0.28,0.344,0.258,0.204,0.34,-0.191
JAC,2019,1,KC,0.006,0.362,0.668,-0.195,0.382,0.542,0.181,0.026
KC,2019,1,JAC,0.224,0.527,0.875,0.104,0.335,0.501,0.022,0.032
LARM,2019,1,CAR,0.067,0.201,0.134,0.284,-0.051,-0.219,0.187,-0.185
MIA,2019,1,BAL,-0.977,-0.457,-0.286,-0.75,0.566,1.489,0.029,0.046
MIN,2019,1,ATL,0.304,0.172,0.182,0.169,-0.18,-0.113,-0.342,-0.048
NE,2019,1,PIT,0.803,0.542,1.113,-0.112,-0.192,-0.118,-0.387,0.068
NO,2019,1,HOU,0.125,0.328,0.43,0.114,0.299,0.225,0.398,0.096
NYG,2019,1,DAL,-0.613,-0.094,-0.133,0.095,0.514,1.148,-0.279,-0.005
NYJ,2019,1,BUF,-0.033,-0.026,0.069,-0.228,-0.079,-0.193,0.09,-0.086
OAK,2019,1,DEN,0.479,0.447,1.197,0.133,0.067,0.282,-0.213,0.1
PHI,2019,1,WAS,-0.228,0.33,0.702,-0.05,0.615,1.045,-0.516,0.057
PIT,2019,1,NE,-0.517,-0.085,0.091,-0.346,0.395,0.816,-0.105,-0.037
SD,2019,1,IND,-0.036,0.23,0.265,0.276,0.293,0.341,0.261,0.026
SEA,2019,1,CIN,-0.179,-0.242,-0.026,-0.254,-0.021,0.098,-0.457,0.042
SF,2019,1,TB,0.363,-0.152,-0.086,-0.134,-0.495,-0.937,0.101,0.02
TB,2019,1,SF,-0.096,-0.293,-0.607,0.192,-0.277,-0.134,-0.393,-0.079
TEN,2019,1,CLE,0.535,0.259,0.384,0.224,-0.208,-0.278,-0.072,0.068
WAS,2019,1,PHI,0.213,0.455,1.072,-0.503,0.273,0.572,-0.049,0.032
ARI,2019,2,BAL,-0.281,-0.058,0.098,-0.235,0.138,0.194,0.063,-0.085
ATL,2019,2,PHI,-0.083,-0.232,-0.147,-0.203,-0.216,-0.185,-0.272,-0.068
BAL,2019,2,ARI,0.157,0.118,0.106,0.287,0.123,0.233,-0.276,0.162
BUF,2019,2,NYG,-0.05,0.081,0.239,0.284,0.048,-0.076,0.275,-0.083
CAR,2019,2,TB,-0.185,-0.281,0.002,-0.702,0.046,0.414,-0.257,0.142
CHI,2019,2,DEN,0.136,0.049,0.128,0.002,-0.014,0.087,-0.198,0.073
CIN,2019,2,SF,-0.75,-0.143,0.159,-0.715,0.6,0.999,0.357,-0.007
CLE,2019,2,NYJ,0.172,-0.115,0.032,-0.207,-0.167,-0.236,-0.077,0.121
DAL,2019,2,WAS,0.234,0.409,0.638,0.301,0.195,0.359,-0.136,0.021
DEN,2019,2,CHI,0.013,0.069,0.17,-0.108,0.022,0.001,0.035,-0.034
DET,2019,2,SD,-0.145,0.022,0.409,-0.274,0.068,0.108,0.013,-0.1
GB,2019,2,MIN,0.499,0.125,0.278,0.132,-0.317,-0.715,0.072,0.057
HOU,2019,2,JAC,0.008,-0.328,-0.48,-0.067,-0.311,-0.455,-0.113,0.026
IND,2019,2,TEN,0.061,0.09,0.277,0.106,-0.055,-0.14,0.033,-0.084
JAC,2019,2,HOU,-0.033,-0.309,-0.378,-0.064,-0.235,-0.437,-0.038,0.041
KC,2019,2,OAK,0.807,0.411,0.944,-0.564,-0.391,-0.514,-0.132,0.005
LARM,2019,2,NO,0.643,0.187,0.238,0.278,-0.406,-0.383,-0.438,0.05
MIA,2019,2,NE,-0.873,-0.612,-0.712,-0.374,0.246,0.706,-0.058,-0.015
MIN,2019,2,GB,-0.204,-0.106,-0.363,0.134,-0.019,0.058,-0.09,-0.117
NE,2019,2,MIA,0.554,0.083,0.472,-0.052,-0.595,-0.759,-0.195,-0.124
NO,2019,2,LARM,-0.473,-0.432,-0.364,-0.33,0.118,0.101,0.135,0.077
NYG,2019,2,BUF,-0.056,0.111,0.06,0.311,0.246,0.385,0.125,0.078
NYJ,2019,2,CLE,-0.426,-0.455,-0.475,-0.171,-0.053,0.192,-0.432,-0.024
OAK,2019,2,KC,-0.603,-0.395,-0.424,-0.042,0.189,0.601,-0.599,-0.02
PHI,2019,2,ATL,-0.109,-0.354,-0.441,-0.128,-0.207,-0.2,-0.224,0.038
PIT,2019,2,SEA,-0.079,0.084,0.009,0.224,0.195,0.417,-0.06,0.032
SD,2019,2,DET,-0.237,0.015,0.161,-0.065,0.104,0.399,-0.163,-0.147
SEA,2019,2,PIT,0.39,0.418,0.855,0.006,0.027,-0.095,0.264,0
SF,2019,2,CIN,0.6,0.489,1.03,0.277,-0.177,-0.022,-0.513,-0.066
TB,2019,2,CAR,0.165,0.01,0.782,-0.279,-0.192,0.095,-0.807,-0.037
TEN,2019,2,IND,-0.226,-0.18,-0.253,-0.107,0.014,0.108,-0.058,-0.032
WAS,2019,2,DAL,-0.07,0.133,0.379,-0.18,0.249,0.342,0.176,0.045
ARI,2019,3,CAR,-0.394,-0.218,-0.399,0.106,0.214,0.51,-0.088,0.039
ATL,2019,3,IND,0.262,0.445,0.88,-0.06,0.192,0.463,-0.213,0.01
BAL,2019,3,KC,0.138,0.347,0.103,0.656,0.222,0.428,-0.02,0.012
BUF,2019,3,CIN,0.048,-0.164,-0.104,-0.16,-0.265,-0.359,-0.113,-0.053
CAR,2019,3,ARI,0.359,0.072,0.326,-0.125,-0.288,-0.533,0.135,-0.002
CHI,2019,3,WAS,-0.015,-0.02,0.26,-0.29,-0.142,-0.087,-0.246,-0.137
CIN,2019,3,BUF,-0.209,-0.272,-0.223,-0.259,-0.039,0.159,-0.198,0.024
CLE,2019,3,LARM,-0.02,-0.247,-0.06,-0.307,-0.221,-0.124,-0.377,0.007
DAL,2019,3,MIA,0.387,0.343,-0.009,0.656,-0.043,0.175,-0.41,0.001
DEN,2019,3,GB,-0.272,-0.141,-0.375,0.024,0.173,0.372,-0.034,0.041
DET,2019,3,PHI,0.295,0.018,0.458,-0.11,-0.066,0.126,-0.281,0.212
GB,2019,3,DEN,0.361,0.211,0.596,0.131,-0.189,-0.475,0.019,-0.038
HOU,2019,3,SD,0.19,0.275,0.758,-0.521,0.067,0.152,-0.14,-0.018
IND,2019,3,ATL,-0.261,0.115,0.317,-0.098,0.425,0.696,0.019,0.049
JAC,2019,3,TEN,0.384,0.263,0.806,-0.565,-0.053,-0.086,-0.01,0.068
KC,2019,3,BAL,0.207,0.425,0.78,0.027,0.206,-0.007,0.42,-0.012
LARM,2019,3,CLE,-0.12,-0.253,-0.073,-0.316,-0.111,0.112,-0.438,0.022
MIA,2019,3,DAL,-0.915,-0.408,-0.187,-0.657,0.387,0.167,0.573,-0.121
MIN,2019,3,OAK,0.535,0.372,0.502,0.297,-0.107,0.009,-0.296,0.056
NE,2019,3,NYJ,0.695,0.152,0.369,-0.129,-0.548,-0.44,-0.658,-0.005
NO,2019,3,SEA,0.132,0.063,0.623,-0.29,0.113,0.323,-0.215,0.183
NYG,2019,3,TB,-0.11,0.018,0.051,0.292,0.143,0.334,-0.083,0.015
NYJ,2019,3,NE,-0.382,-0.438,-0.269,-0.601,0.02,0.152,-0.228,0.076
OAK,2019,3,MIN,-0.566,-0.166,-0.136,-0.217,0.325,0.528,0.214,-0.075
PHI,2019,3,DET,-0.186,0.091,0.369,-0.213,0.026,0.221,-0.137,-0.252
PIT,2019,3,SF,-0.095,-0.098,0.026,-0.246,-0.067,-0.071,-0.064,-0.065
SD,2019,3,HOU,-0.136,0.208,0.342,-0.106,0.325,0.626,-0.318,-0.018
SEA,2019,3,NO,0.126,0.346,0.74,-0.163,0.088,0.398,-0.217,-0.132
SF,2019,3,PIT,0.43,0.006,-0.043,0.044,-0.378,-0.483,-0.249,0.046
TB,2019,3,NYG,-0.059,0.108,0.351,-0.043,0.067,0.143,-0.086,-0.1
TEN,2019,3,JAC,-0.348,-0.193,-0.174,-0.138,0.096,0.501,-0.566,-0.059
WAS,2019,3,CHI,-0.258,-0.199,-0.032,-0.435,0.075,0.278,-0.205,0.016
ARI,2019,4,SEA,-0.09,-0.08,-0.256,0.171,-0.075,-0.268,0.124,-0.085
ATL,2019,4,TEN,-0.096,0.049,0.11,-0.017,0.063,0.605,-0.293,-0.082
BAL,2019,4,CLE,-0.389,-0.049,-0.096,0,0.419,0.519,0.31,0.079
BUF,2019,4,NE,-0.051,-0.302,-0.333,0.043,-0.463,-0.75,-0.023,-0.212
CAR,2019,4,HOU,0.173,-0.227,-0.153,-0.266,-0.359,-0.777,0.216,0.041
CHI,2019,4,MIN,0.594,0.014,0.481,-0.331,-0.494,-0.585,-0.311,0.086
CIN,2019,4,PIT,-0.78,-0.532,-0.691,-0.068,0.213,0.653,-0.279,-0.035
CLE,2019,4,BAL,0.38,0.353,0.399,0.473,-0.005,0.012,-0.023,0.023
DAL,2019,4,NO,0.019,-0.119,0.128,-0.405,-0.181,-0.388,0.011,-0.043
DEN,2019,4,JAC,0.144,0.275,0.459,-0.125,0.061,-0.044,0.143,-0.071
DET,2019,4,KC,0.15,0.02,0.309,-0.212,0.006,0.005,0.008,0.137
GB,2019,4,PHI,-0.432,0.028,0.096,0.094,0.347,0.436,0.278,-0.113
HOU,2019,4,CAR,-0.068,-0.311,-0.551,0.217,-0.188,-0.057,-0.376,0.055
IND,2019,4,OAK,-0.38,-0.248,-0.177,-0.31,0.114,0.179,0.051,-0.018
JAC,2019,4,DEN,-0.142,0.089,0.206,0.167,0.218,0.345,-0.068,-0.013
KC,2019,4,DET,-0.105,0.116,0.202,-0.001,0.096,0.19,0,-0.126
LARM,2019,4,TB,-0.288,-0.063,0.081,0.252,0.263,0.648,-0.255,0.038
MIA,2019,4,SD,-0.843,-0.363,-0.378,-0.341,0.41,1.026,-0.14,-0.071
MIN,2019,4,CHI,-0.257,-0.315,-0.368,-0.093,-0.054,0.257,-0.354,0.005
NE,2019,4,BUF,-0.053,-0.419,-0.578,-0.02,-0.44,-0.634,-0.13,-0.074
NO,2019,4,DAL,0.091,-0.238,-0.404,-0.008,-0.279,-0.068,-0.513,0.049
NYG,2019,4,WAS,0.646,-0.147,0.122,-0.238,-0.841,-1.135,-0.363,-0.049
OAK,2019,4,IND,0.286,0.05,0.19,0.13,-0.232,-0.15,-0.378,0.004
PHI,2019,4,GB,0.667,0.508,0.762,0.316,-0.008,0.043,-0.15,0.151
PIT,2019,4,CIN,0.552,0.08,0.555,-0.437,-0.405,-0.691,0.066,0.067
SD,2019,4,MIA,0.416,0.204,0.726,-0.261,-0.115,-0.066,-0.186,0.097
SEA,2019,4,ARI,-0.113,-0.117,-0.202,0.038,-0.007,-0.116,0.14,-0.002
TB,2019,4,LARM,0.362,0.384,0.802,-0.153,0.08,0.117,-0.118,0.058
TEN,2019,4,ATL,-0.083,-0.145,0.165,-0.311,0.03,0.057,-0.05,0.092
WAS,2019,4,NYG,-0.935,-1.122,-1.481,-0.416,-0.087,0.164,-0.28,0.099
ARI,2019,5,CIN,-0.143,0.216,0.2,0.376,0.271,0.404,0.067,-0.088
ATL,2019,5,HOU,-0.509,-0.007,0.206,-0.274,0.465,1.136,-0.15,-0.037
BAL,2019,5,PIT,0.163,-0.247,-0.697,-0.01,-0.243,-0.402,-0.003,0.166
BUF,2019,5,TEN,0.135,0.056,0.061,0.05,-0.053,-0.048,-0.057,0.026
CAR,2019,5,JAC,-0.05,0.231,0.036,0.644,0.161,0.229,0.072,-0.12
CHI,2019,5,OAK,-0.276,-0.217,-0.114,-0.155,0.196,0.302,0.134,0.137
CIN,2019,5,ARI,-0.171,0.087,0.331,-0.15,0.304,0.33,0.283,0.046
CLE,2019,5,SF,-0.972,-0.777,-1.058,-0.115,0.232,0.27,0.201,0.037
DAL,2019,5,GB,-0.157,0.174,0.307,0.073,0.159,0.15,0.168,-0.172
DEN,2019,5,SD,0.08,-0.165,-0.595,0.245,-0.452,-0.388,-0.622,-0.207
GB,2019,5,DAL,0.183,0.153,0.144,0.282,0.015,0.014,0.018,0.045
HOU,2019,5,ATL,0.308,0.303,1.034,-0.076,-0.046,0.107,-0.278,-0.041
IND,2019,5,KC,0.354,0.033,0.074,0.012,-0.251,-0.233,-0.297,0.07
JAC,2019,5,CAR,0.121,0.336,0.569,0.035,0.283,-0.018,0.625,0.068
KC,2019,5,IND,-0.177,-0.184,0.004,-0.341,-0.001,-0.018,0.008,0.006
LARM,2019,5,SEA,-0.101,0.158,0.416,-0.131,0.281,1.078,-0.057,0.022
MIN,2019,5,NYG,0.445,0.107,0.618,-0.075,-0.26,-0.238,-0.298,0.078
NE,2019,5,WAS,0.733,0.123,0.221,0.073,-0.508,-1.06,0.173,0.101
NO,2019,5,TB,0.273,0.289,0.673,-0.105,-0.056,-0.093,-0.014,-0.072
NYG,2019,5,MIN,-0.302,-0.13,-0.164,-0.075,0.197,0.625,-0.259,0.025
NYJ,2019,5,PHI,-0.772,-0.872,-1.369,-0.135,-0.05,0.091,-0.185,0.049
OAK,2019,5,CHI,0.441,0.331,0.379,0.354,-0.159,-0.129,-0.213,-0.049
PHI,2019,5,NYJ,0.736,0.014,0.186,-0.095,-0.699,-1.077,-0.158,0.022
PIT,2019,5,BAL,-0.016,-0.387,-0.459,-0.113,-0.42,-0.807,-0.199,-0.049
SD,2019,5,DEN,-0.253,-0.448,-0.349,-0.707,-0.032,-0.308,0.189,0.163
SEA,2019,5,LARM,0.276,0.429,1.61,0.024,0.161,0.319,-0.2,0.008
SF,2019,5,CLE,0.976,0.195,0.27,0.187,-0.864,-1.313,-0.231,-0.083
TB,2019,5,NO,-0.315,-0.153,-0.163,0.026,0.241,0.637,-0.231,0.079
TEN,2019,5,BUF,-0.447,-0.212,0.066,-0.178,-0.024,0.042,-0.114,-0.259
WAS,2019,5,NE,-0.611,-0.501,-0.786,0.058,0.109,0.125,0.082,-0.001
ARI,2019,6,ATL,-0.181,0.285,0.564,-0.075,0.443,0.788,0.033,-0.023
ATL,2019,6,ARI,-0.026,0.326,0.662,-0.034,0.337,0.802,-0.243,-0.015
BAL,2019,6,CIN,0.075,0.147,0.084,0.299,-0.084,0.029,-0.324,-0.156
CAR,2019,6,TB,0.546,0.025,0.361,-0.307,-0.404,-0.533,-0.002,0.117
CIN,2019,6,BAL,-0.194,-0.23,-0.057,-0.504,0.177,0.195,0.165,0.213
CLE,2019,6,SEA,-0.195,-0.075,-0.409,0.364,0.162,0.42,-0.071,0.042
DAL,2019,6,NYJ,0.048,0.289,0.486,0.077,0.276,0.467,-0.086,0.036
DEN,2019,6,TEN,0.331,-0.282,-0.286,-0.127,-0.528,-0.463,-0.628,0.085
DET,2019,6,GB,-0.013,-0.246,0.026,-0.375,-0.014,-0.057,0.049,0.219
GB,2019,6,DET,0.4,0.179,0.117,0.27,-0.201,-0.189,-0.221,0.02
HOU,2019,6,KC,-0.039,0.109,0.289,0.034,0.114,0.09,0.178,-0.034
JAC,2019,6,NO,-0.298,-0.342,-0.236,-0.385,-0.034,-0.009,-0.071,0.011
KC,2019,6,HOU,0.363,0.385,0.598,0.223,0.054,0.093,0.014,0.032
LARM,2019,6,SF,0.169,-0.13,-0.372,0.102,-0.303,-0.235,-0.358,-0.005
MIA,2019,6,WAS,-0.549,-0.508,-0.803,0.067,0.099,0.253,-0.029,0.057
MIN,2019,6,PHI,0.407,0.314,0.944,-0.242,-0.057,-0.064,-0.043,0.036
NE,2019,6,NYG,0.567,-0.029,0.074,-0.063,-0.634,-0.809,-0.306,-0.038
NO,2019,6,JAC,0.461,0.01,0.162,-0.202,-0.388,-0.37,-0.409,0.064
NYG,2019,6,NE,-0.547,-0.382,-0.498,-0.175,-0.041,0.035,-0.115,-0.206
NYJ,2019,6,DAL,0.2,0.157,0.328,-0.161,0.036,0.214,-0.158,0.08
PHI,2019,6,MIN,-0.162,0.01,0.032,0.067,0.231,0.952,-0.386,0.059
PIT,2019,6,SD,0.025,-0.056,0.161,-0.163,-0.05,0.069,-0.399,0.031
SD,2019,6,PIT,-0.01,0.058,0.219,-0.407,0.007,0.156,-0.069,-0.062
SEA,2019,6,CLE,0.161,0.27,0.838,-0.093,-0.042,-0.251,0.238,-0.152
SF,2019,6,LARM,0.03,-0.224,-0.249,-0.205,-0.316,-0.816,0.095,-0.062
TB,2019,6,CAR,-0.25,-0.3,-0.406,0.023,-0.042,0.365,-0.456,0.008
TEN,2019,6,DEN,-0.577,-0.724,-0.562,-0.692,-0.194,-0.179,-0.21,-0.047
WAS,2019,6,MIA,-0.098,-0.184,-0.087,-0.256,-0.16,-0.367,0.186,-0.074
NYG,2019,7,ARI,-0.164,-0.104,-0.094,0.035,0.036,0.232,-0.162,-0.024
ARI,2019,7,NYG,-0.203,0,0.009,0.048,0.181,0.32,0.009,-0.021
SEA,2019,7,BAL,0.11,0.184,0.636,-0.074,0.034,0.059,-0.039,-0.039
BAL,2019,7,SEA,0.145,0.126,0.108,0.211,0.039,0.118,-0.128,0.058
IND,2019,7,HOU,-0.072,0.062,0.154,0.011,0.098,0.141,0.029,-0.035
HOU,2019,7,IND,0.066,0.054,0.236,0.018,-0.017,0.033,-0.11,-0.005
CIN,2019,7,JAC,-0.351,-0.206,-0.07,-0.395,0.174,0.354,0.02,0.029
JAC,2019,7,CIN,0.006,0.067,0.273,-0.168,0.094,0.056,0.103,0.034
DEN,2019,7,KC,-0.016,-0.037,-0.072,-0.032,-0.065,0.05,-0.193,-0.044
KC,2019,7,DEN,0.22,0.28,0.567,-0.092,0.05,0.041,0.055,-0.011
ATL,2019,7,LARM,-0.153,0.053,0.254,-0.163,0.165,0.545,-0.185,-0.041
LARM,2019,7,ATL,0.062,0.017,0.071,0.078,-0.055,0.167,-0.227,-0.01
BUF,2019,7,MIA,-0.019,-0.098,-0.093,0.094,-0.14,-0.227,-0.004,-0.061
MIA,2019,7,BUF,-0.831,-0.47,-0.473,-0.411,0.342,0.728,0.075,-0.021
DET,2019,7,MIN,0.049,-0.047,0.298,-0.252,-0.034,0.001,-0.07,0.063
MIN,2019,7,DET,0.205,0.091,0.253,0.032,-0.113,-0.015,-0.237,0.002
NYJ,2019,7,NE,-0.283,-0.327,-0.343,-0.259,-0.025,0.091,-0.183,0.019
NE,2019,7,NYJ,0.55,0.075,0.279,-0.051,-0.486,-0.637,-0.251,-0.012
CHI,2019,7,NO,0.109,-0.076,0.147,-0.244,-0.143,-0.061,-0.254,0.042
NO,2019,7,CHI,0.102,0.003,0.187,-0.137,-0.032,0.02,-0.103,0.066
GB,2019,7,OAK,0.186,0.085,0.246,0.06,-0.099,-0.196,-0.015,0.003
OAK,2019,7,GB,0.007,0.053,0.241,0.072,0.038,0.226,-0.238,-0.008
DAL,2019,7,PHI,0.169,0.283,0.455,0.092,0.091,0.149,-0.051,-0.023
PHI,2019,7,DAL,0.12,0.1,0.268,-0.017,-0.007,0.164,-0.262,0.013
TEN,2019,7,SD,-0.191,-0.199,-0.062,-0.2,-0.048,0.042,-0.178,-0.04
SD,2019,7,TEN,-0.043,0.045,0.227,-0.212,0.097,0.191,-0.048,0.01
WAS,2019,7,SF,-0.293,-0.236,-0.156,-0.289,0.077,0.186,-0.015,0.02
SF,2019,7,WAS,0.48,0.063,0.184,0.034,-0.446,-0.714,-0.159,-0.029
ARI,2019,8,NO,-0.203,0,0.009,0.048,0.181,0.32,0.009,-0.021
ATL,2019,8,SEA,-0.153,0.053,0.254,-0.163,0.165,0.545,-0.185,-0.041
BUF,2019,8,PHI,-0.019,-0.098,-0.093,0.094,-0.14,-0.227,-0.004,-0.061
CAR,2019,8,SF,0.125,-0.034,0.047,-0.053,-0.128,-0.2,0.055,0.03
CHI,2019,8,SD,0.109,-0.076,0.147,-0.244,-0.143,-0.061,-0.254,0.042
CIN,2019,8,LARM,-0.351,-0.206,-0.07,-0.395,0.174,0.354,0.02,0.029
CLE,2019,8,NE,-0.193,-0.191,-0.245,0.051,0.051,0.113,-0.013,0.049
DEN,2019,8,IND,-0.016,-0.037,-0.072,-0.032,-0.065,0.05,-0.193,-0.044
DET,2019,8,NYG,0.049,-0.047,0.298,-0.252,-0.034,0.001,-0.07,0.063
GB,2019,8,KC,0.186,0.085,0.246,0.06,-0.099,-0.196,-0.015,0.003
HOU,2019,8,OAK,0.066,0.054,0.236,0.018,-0.017,0.033,-0.11,-0.005
IND,2019,8,DEN,-0.072,0.062,0.154,0.011,0.098,0.141,0.029,-0.035
JAC,2019,8,NYJ,0.006,0.067,0.273,-0.168,0.094,0.056,0.103,0.034
KC,2019,8,GB,0.22,0.28,0.567,-0.092,0.05,0.041,0.055,-0.011
LARM,2019,8,CIN,0.062,0.017,0.071,0.078,-0.055,0.167,-0.227,-0.01
MIA,2019,8,PIT,-0.831,-0.47,-0.473,-0.411,0.342,0.728,0.075,-0.021
MIN,2019,8,WAS,0.205,0.091,0.253,0.032,-0.113,-0.015,-0.237,0.002
NE,2019,8,CLE,0.55,0.075,0.279,-0.051,-0.486,-0.637,-0.251,-0.012
NO,2019,8,ARI,0.102,0.003,0.187,-0.137,-0.032,0.02,-0.103,0.066
NYG,2019,8,DET,-0.164,-0.104,-0.094,0.035,0.036,0.232,-0.162,-0.024
NYJ,2019,8,JAC,-0.283,-0.327,-0.343,-0.259,-0.025,0.091,-0.183,0.019
OAK,2019,8,HOU,0.007,0.053,0.241,0.072,0.038,0.226,-0.238,-0.008
PHI,2019,8,BUF,0.12,0.1,0.268,-0.017,-0.007,0.164,-0.262,0.013
PIT,2019,8,STE,-0.022,-0.077,0.064,-0.18,-0.059,-0.045,-0.127,-0.004
SD,2019,8,CHI,-0.043,0.045,0.227,-0.212,0.097,0.191,-0.048,0.01
SEA,2019,8,ATL,0.11,0.184,0.636,-0.074,0.034,0.059,-0.039,-0.039
SF,2019,8,CAR,0.48,0.063,0.184,0.034,-0.446,-0.714,-0.159,-0.029
TB,2019,8,TEN,-0.032,-0.041,0.127,-0.039,-0.021,0.204,-0.349,-0.012
TEN,2019,8,TB,-0.191,-0.199,-0.062,-0.2,-0.048,0.042,-0.178,-0.04
WAS,2019,8,MIN,-0.293,-0.236,-0.156,-0.289,0.077,0.186,-0.015,0.02
