Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
BUF,2016,13,OAK,-0.267,-0.026,-0.517,0.6,0.218,0.379,0.049,-0.023
CAR,2016,13,SEA,-0.63,-0.331,-0.232,-0.351,0.294,0.137,0.499,-0.006
CHI,2016,13,SF,0.456,0.129,0.85,-0.117,-0.439,-1.024,-0.094,-0.112
CIN,2016,13,PHI,0.365,0.313,1.267,-0.348,-0.091,-0.096,-0.078,-0.039
DAL,2016,13,MIN,-0.105,-0.126,-0.079,-0.082,0.089,0.02,0.28,0.109
DEN,2016,13,JAC,0.074,-0.228,-0.254,-0.141,-0.249,-0.496,0.03,0.053
DET,2016,13,NO,0.166,0.003,0.207,-0.179,-0.141,-0.184,-0.05,0.022
GB,2016,13,HOU,0.247,0.236,0.606,-0.121,0.083,0.148,-0.005,0.094
HOU,2016,13,GB,-0.216,-0.086,-0.1,-0.067,0.046,0.2,-0.116,-0.083
IND,2016,13,NYJ,0.858,0.456,1.014,-0.022,-0.185,-0.119,-0.341,0.218
JAC,2016,13,DEN,-0.092,-0.22,-0.201,-0.12,-0.149,-0.193,-0.11,-0.021
KC,2016,13,ATL,0.355,0.39,0.682,0.123,-0.012,-0.089,0.072,-0.047
LARM,2016,13,NE,-0.709,-0.888,-1.172,-0.278,-0.045,-0.135,0.085,0.134
MIA,2016,13,BAL,-0.973,-0.299,-0.257,-0.065,0.606,0.606,0.604,-0.068
MIN,2016,13,DAL,0.067,-0.096,-0.077,0.246,-0.332,-0.494,-0.23,-0.169
NE,2016,13,LARM,0.631,0.199,0.17,0.24,-0.394,-0.536,-0.127,0.038
NO,2016,13,DET,-0.432,-0.231,-0.281,0.064,0.225,0.366,-0.03,0.024
NYG,2016,13,PIT,0.013,-0.093,-0.144,0.215,-0.053,0.181,-0.345,0.053
NYJ,2016,13,IND,-1.059,-0.624,-0.668,-0.438,0.363,1.079,-0.325,-0.073
OAK,2016,13,BUF,0.467,0.345,0.62,0.062,-0.02,-0.375,0.321,0.101
PHI,2016,13,CIN,-0.375,-0.279,-0.235,0,0.11,0.709,-0.418,0.013
PIT,2016,13,NYG,0.431,0.309,0.681,-0.051,-0.064,-0.152,0.216,0.059
SD,2016,13,TB,0.014,0.141,0.189,0.177,0.084,0.203,-0.036,-0.043
SEA,2016,13,CAR,0.514,0.223,0.13,0.524,-0.205,-0.159,-0.26,0.086
SF,2016,13,CHI,-0.768,-0.614,-1.341,-0.143,0.322,0.951,0.032,0.168
TB,2016,13,SD,-0.006,0.106,0.466,-0.17,0.104,-0.084,0.253,-0.008
WAS,2016,13,ARI,-0.172,-0.085,0.02,0.185,0.125,0.382,-0.317,0.038
ARI,2016,14,MIA,-0.354,-0.4,-0.698,0.021,-0.165,0.386,-0.561,-0.119
ATL,2016,14,LARM,0.194,0.146,0.531,-0.339,-0.026,-0.151,0.151,0.022
BAL,2016,14,NE,0.037,-0.131,0.039,-0.137,-0.015,0.021,-0.061,0.153
BUF,2016,14,PIT,0.099,0.126,0.31,-0.043,-0.075,-0.663,0.392,-0.102
CAR,2016,14,SD,0.203,-0.291,-0.224,-0.192,-0.338,-0.505,-0.079,0.157
CHI,2016,14,DET,-0.069,-0.162,-0.032,-0.085,-0.069,-0.22,0.139,0.023
CIN,2016,14,CLE,0.208,0.088,-0.159,0.275,-0.058,-0.315,0.247,0.062
CLE,2016,14,CIN,-0.268,-0.115,-0.426,0.331,0.11,-0.075,0.253,-0.044
DAL,2016,14,NYG,0.153,-0.243,-0.572,0.208,-0.439,-0.458,-0.423,-0.043
DEN,2016,14,TEN,0.094,-0.144,0.055,-0.951,-0.198,-0.686,0.085,0.04
DET,2016,14,CHI,-0.251,-0.145,-0.211,-0.05,0.159,0.358,-0.102,0.053
GB,2016,14,SEA,0.864,0.422,0.815,0.094,-0.47,-0.715,-0.085,-0.027
HOU,2016,14,IND,-0.064,-0.307,-0.524,-0.06,-0.176,-0.257,0.053,0.067
IND,2016,14,HOU,-0.086,-0.037,-0.05,0.127,-0.063,-0.235,0.138,-0.112
JAC,2016,14,MIN,-0.06,0.091,0.494,-0.122,0.047,0.425,-0.328,-0.105
KC,2016,14,OAK,0.316,-0.172,0.035,-0.198,-0.282,-0.581,0.102,0.206
LARM,2016,14,ATL,-0.244,-0.55,-0.836,-0.095,-0.202,-0.001,-0.462,0.104
MIA,2016,14,ARI,0.214,-0.147,0.687,-0.562,-0.332,-0.556,-0.062,0.029
MIN,2016,14,JAC,-0.029,0.011,0.621,-0.445,0.133,0.278,-0.1,0.093
NE,2016,14,BAL,0.268,0.328,0.471,0.151,0.024,0.117,-0.269,-0.036
NO,2016,14,TB,-0.25,-0.333,-0.152,-0.351,-0.009,0.124,-0.113,0.075
NYG,2016,14,DAL,0.29,-0.521,-0.529,-0.459,-0.703,-1.032,-0.238,0.108
NYJ,2016,14,SF,-0.5,-0.293,-0.537,0.051,0.247,0.013,0.449,0.041
OAK,2016,14,KC,-0.281,-0.159,-0.279,0.172,-0.136,-0.011,-0.243,-0.258
PHI,2016,14,WAS,-0.385,-0.217,-0.062,-0.294,0.121,0.104,0.138,-0.047
PIT,2016,14,BUF,0.083,-0.104,-0.663,0.432,-0.089,0.146,-0.42,0.099
SD,2016,14,CAR,-0.224,-0.335,-0.405,-0.062,-0.198,-0.179,-0.211,-0.087
SEA,2016,14,GB,-0.765,-0.722,-1.088,-0.111,0.082,0.462,-0.244,0.039
SF,2016,14,NYJ,0.112,0.256,-0.366,0.862,0.033,-0.05,0.098,-0.111
TB,2016,14,NO,0.358,-0.143,0.142,-0.245,-0.502,-0.538,-0.416,-0.001
TEN,2016,14,DEN,0.151,0.089,-0.044,0.163,0.014,0.194,-0.884,0.076
WAS,2016,14,PHI,0.486,0.442,0.644,0.344,-0.056,0.089,-0.301,-0.012
ARI,2016,15,NO,0.188,0.377,0.252,0.771,0.127,0.165,0.073,-0.063
ATL,2016,15,SF,0.109,0.191,0.832,-0.136,0.167,0.262,0.012,0.085
BAL,2016,15,PHI,0.367,0.193,0.057,0.386,-0.163,-0.292,-0.023,0.011
BUF,2016,15,CLE,0.307,0.423,0.215,0.541,0.129,0.182,0.049,0.013
CAR,2016,15,WAS,0.39,0.036,0.376,-0.364,-0.301,-0.282,-0.37,0.053
CHI,2016,15,GB,0.098,0.257,0.374,0.246,0.201,-0.067,0.493,0.042
CIN,2016,15,PIT,-0.132,-0.096,0.064,-0.208,0.173,0.42,-0.112,0.138
CLE,2016,15,BUF,-0.438,-0.064,-0.06,-0.068,0.363,0.365,0.361,-0.012
DAL,2016,15,TB,0.326,0.176,0.237,0.108,-0.216,-0.253,-0.157,-0.065
DEN,2016,15,NE,0.067,-0.327,-0.487,-0.042,-0.409,-0.56,-0.275,-0.014
DET,2016,15,NYG,-0.296,-0.079,0.244,-0.549,0.203,0.491,-0.046,-0.014
GB,2016,15,CHI,0.081,0.32,0.166,0.576,0.216,0.321,-0.01,-0.023
HOU,2016,15,JAC,-0.206,-0.295,-0.138,-0.473,-0.247,-0.423,-0.037,-0.158
IND,2016,15,MIN,0.464,0.177,0.53,0.036,-0.219,-0.136,-0.619,0.068
JAC,2016,15,HOU,-0.045,-0.392,-0.436,-0.176,-0.104,0.113,-0.402,0.243
KC,2016,15,TEN,-0.287,-0.261,-0.472,-0.013,0.006,-0.25,0.243,-0.02
LARM,2016,15,SEA,-0.38,-0.527,-0.472,-0.53,-0.117,0.307,-0.511,0.03
MIA,2016,15,NYJ,0.027,-0.012,1.123,-0.682,-0.072,-0.202,0.134,-0.034
MIN,2016,15,IND,-0.888,-0.669,-0.551,-0.906,0.258,0.669,-0.035,0.039
NE,2016,15,DEN,0.258,-0.082,0.252,-0.31,-0.253,-0.328,-0.113,0.087
NO,2016,15,ARI,-0.188,0.385,0.522,0.29,0.56,0.516,0.655,-0.013
NYG,2016,15,DET,0.406,0.056,0.288,-0.14,-0.228,-0.03,-0.595,0.122
NYJ,2016,15,MIA,-0.516,-0.434,-0.696,-0.02,-0.049,0.954,-0.799,-0.131
OAK,2016,15,SD,0.034,-0.225,-0.087,-0.291,-0.138,0.069,-0.425,0.121
PHI,2016,15,BAL,0.062,-0.077,-0.394,0.266,0.067,-0.05,0.24,0.207
PIT,2016,15,CIN,0.578,0.257,0.651,-0.078,-0.219,-0.146,-0.271,0.101
SD,2016,15,OAK,0.114,-0.209,0.044,-0.549,-0.335,-0.349,-0.323,-0.012
SEA,2016,15,LARM,0.026,-0.279,0.445,-0.555,-0.228,-0.081,-0.511,0.077
SF,2016,15,ATL,-0.444,-0.147,-0.001,-0.314,0.253,0.811,-0.104,-0.044
TB,2016,15,DAL,-0.165,-0.191,-0.184,-0.204,0.01,-0.098,0.129,0.036
TEN,2016,15,KC,0.476,0.197,0,0.375,-0.189,-0.398,0.014,0.09
WAS,2016,15,CAR,-0.227,-0.024,0.024,-0.194,0.158,0.461,-0.206,-0.045
ARI,2016,16,SEA,0.394,0.378,0.855,0.119,-0.003,0.234,-0.403,0.013
ATL,2016,16,CAR,0.466,0.258,0.495,0.288,-0.251,-0.427,0.086,-0.044
BAL,2016,16,PIT,-0.151,0.149,0.24,0.033,0.365,0.377,0.349,0.065
BUF,2016,16,MIA,-0.244,0.303,0.733,0.051,0.326,0.289,0.349,-0.221
CAR,2016,16,ATL,-0.176,-0.34,-0.465,0.006,-0.043,-0.1,0.03,0.121
CHI,2016,16,WAS,-0.215,0.146,0.116,0.18,0.3,0.177,0.405,-0.061
CIN,2016,16,HOU,-0.203,-0.123,-0.039,-0.292,-0.041,-0.01,-0.088,-0.121
CLE,2016,16,SD,0.111,-0.106,-0.213,0.185,-0.13,0.084,-0.557,0.087
DAL,2016,16,DET,0.598,0.472,1.35,0.187,-0.151,-0.388,0.344,-0.025
DEN,2016,16,KC,-0.437,-0.388,-0.234,-0.172,0.084,-0.071,0.235,0.035
DET,2016,16,DAL,-0.689,-0.171,-0.397,0.404,0.514,1.319,-0.01,-0.004
GB,2016,16,MIN,0.423,0.546,0.749,0.047,0.187,0.192,0.176,0.063
HOU,2016,16,CIN,-0.078,-0.306,-0.269,-0.26,-0.268,-0.239,-0.324,-0.039
IND,2016,16,OAK,0.097,0.28,0.476,0.029,0.227,0.208,0.249,0.044
JAC,2016,16,TEN,0.487,0.192,0.524,-0.16,-0.207,-0.108,-0.359,0.088
KC,2016,16,DEN,0.37,0.255,0.417,0.216,-0.157,-0.256,0.069,-0.042
LARM,2016,16,SF,-0.515,-0.603,-1.091,-0.098,0,0.381,-0.492,0.088
MIA,2016,16,BUF,0.352,0.31,0.377,0.27,0.142,0.533,-0.137,0.184
MIN,2016,16,GB,-0.208,-0.026,0.05,0.042,0.157,0.285,-0.239,-0.025
NE,2016,16,NYJ,0.669,0.19,0.438,0.026,-0.38,-0.51,-0.291,0.099
NO,2016,16,TB,0.258,0.296,0.393,0.246,0.093,0.116,0.06,0.055
NYG,2016,16,PHI,0.04,0.029,0.097,-0.001,0.043,0.55,-0.265,0.054
NYJ,2016,16,NE,-0.746,-0.659,-1.175,-0.276,-0.032,0.205,-0.194,-0.119
OAK,2016,16,IND,-0.01,0.247,0.431,0.191,0.203,0.44,-0.104,-0.054
PHI,2016,16,NYG,0.365,0.19,0.713,-0.039,-0.027,-0.052,0.028,0.148
PIT,2016,16,BAL,0.455,0.613,0.695,0.64,0.105,0.227,-0.055,-0.053
SD,2016,16,CLE,-0.367,-0.348,-0.134,-0.669,-0.095,-0.17,-0.002,-0.113
SEA,2016,16,ARI,-0.025,0.199,0.591,-0.368,0.184,0.713,-0.194,-0.04
SF,2016,16,LARM,0.043,-0.09,0.26,-0.311,-0.156,-0.468,0.139,-0.023
TB,2016,16,NO,-0.172,-0.068,-0.016,-0.055,0.163,0.146,0.182,0.059
TEN,2016,16,JAC,-0.209,-0.016,0.129,-0.229,0.259,0.554,-0.148,0.065
WAS,2016,16,CHI,0.451,0.492,0.482,0.5,0.075,0.02,0.142,0.035
ARI,2016,17,LARM,0.853,0.05,0.134,-0.086,-0.813,-1.099,-0.465,-0.01
ATL,2016,17,NO,0.416,0.283,0.74,-0.138,-0.097,-0.221,0.095,0.035
BAL,2016,17,CIN,-0.443,-0.155,-0.273,0.119,0.338,0.511,0.195,0.05
BUF,2016,17,NYJ,-0.727,-0.536,-0.848,-0.289,0.171,0.711,-0.282,-0.02
CAR,2016,17,TB,0.014,-0.111,-0.003,-0.215,-0.238,-0.422,0.008,-0.112
CHI,2016,17,MIN,-0.722,-0.303,-0.535,-0.096,0.359,0.521,0.141,-0.06
CIN,2016,17,BAL,0.67,0.584,0.819,0.485,-0.123,-0.212,0.088,-0.037
CLE,2016,17,PIT,0.236,-0.061,-0.282,0.342,-0.213,0.016,-0.518,0.084
DAL,2016,17,PHI,-0.303,-0.297,-0.339,-0.244,0.075,0.19,-0.084,0.069
DEN,2016,17,OAK,0.433,-0.137,0.413,-0.51,-0.663,-0.637,-0.71,-0.093
DET,2016,17,GB,-0.355,0.109,0.286,-0.081,0.393,0.549,0.198,-0.07
GB,2016,17,DET,-0.003,0.196,0.436,0.281,0.183,0.312,-0.023,-0.016
HOU,2016,17,TEN,-0.034,-0.278,-0.216,-0.27,-0.355,-0.526,-0.177,-0.111
IND,2016,17,JAC,-0.089,0.1,0.167,-0.025,0.093,0.086,0.105,-0.095
JAC,2016,17,IND,-0.224,-0.068,0.01,-0.107,0.029,0.093,-0.093,-0.127
KC,2016,17,SD,0.345,0.147,0.671,-0.206,0.163,0.162,0.164,0.36
LARM,2016,17,ARI,-1.09,-1.065,-1.317,-0.698,0.019,0.216,-0.311,-0.006
MIA,2016,17,NE,-0.312,0.005,0.266,-0.146,0.283,0.423,0.129,-0.034
MIN,2016,17,CHI,0.441,0.181,0.531,-0.193,-0.212,-0.455,-0.093,0.048
NE,2016,17,MIA,0.546,0.498,0.882,0.18,-0.051,0.18,-0.366,-0.002
NO,2016,17,ATL,-0.312,-0.05,-0.105,0.181,0.256,0.513,-0.189,-0.006
NYG,2016,17,WAS,0.34,-0.153,-0.019,-0.24,-0.458,-0.383,-0.627,0.035
NYJ,2016,17,BUF,0.511,-0.131,0.509,-0.535,-0.556,-0.462,-0.633,0.086
OAK,2016,17,DEN,-0.426,-0.441,-0.066,-0.782,-0.023,0.469,-0.365,-0.008
PHI,2016,17,DAL,0.772,0.122,0.177,0.098,-0.679,-0.792,-0.529,-0.029
PIT,2016,17,CLE,-0.351,-0.262,0.043,-0.539,0.025,-0.082,0.157,-0.065
SD,2016,17,KC,-0.123,0.212,0.413,0.057,0.077,0.431,-0.259,-0.258
SEA,2016,17,SF,-0.061,-0.075,0.034,-0.149,-0.133,0.316,-0.423,-0.12
SF,2016,17,SEA,0.04,-0.059,0.265,-0.257,0.045,0.113,-0.068,0.144
TB,2016,17,CAR,-0.148,-0.183,-0.248,-0.017,-0.121,-0.119,-0.122,-0.086
TEN,2016,17,HOU,-0.035,-0.161,-0.171,-0.012,-0.069,0.091,-0.33,0.057
WAS,2016,17,NYG,-0.16,-0.171,-0.023,-0.37,0.017,0.138,-0.064,0.028
ARI,2017,1,DET,-0.564,-0.39,-0.345,-0.409,0.042,0.21,-0.195,-0.131
ATL,2017,1,CHI,0.267,0.36,0.656,-0.017,0.117,0.009,0.327,0.024
BAL,2017,1,CIN,0.623,-0.275,0.539,-0.122,-0.895,-1,-0.386,0.003
BUF,2017,1,NYJ,0.462,0.207,-1.248,-0.416,-0.329,0.492,0.065,-0.073
CAR,2017,1,SF,0.45,-0.035,0.006,0.194,-0.459,-0.265,0.071,0.026
CHI,2017,1,ATL,-0.048,0.09,-0.105,0.454,0.141,0.343,-0.121,0.003
CIN,2017,1,BAL,-0.818,-0.943,-1.347,-0.322,-0.142,-0.08,-0.166,-0.018
CLE,2017,1,PIT,-0.377,-0.145,0.038,-0.328,-0.002,0.183,-0.518,-0.234
DAL,2017,1,NYG,0.277,0.101,0.206,0.029,-0.087,-0.061,-0.162,0.089
DEN,2017,1,SD,0.082,-0.019,0.205,-0.186,-0.086,0.117,-0.377,0.015
DET,2017,1,ARI,0.396,0.194,0.535,-0.204,-0.218,-0.22,-0.214,-0.016
GB,2017,1,SEA,0.373,0.123,0.073,-0.352,-0.279,-0.39,0.202,-0.029
HOU,2017,1,JAC,-0.244,-0.235,-0.318,-0.086,0.03,0.336,-0.164,0.021
IND,2017,1,LARM,-1.021,-0.767,-0.999,-0.473,0.111,0.714,-0.432,-0.142
JAC,2017,1,HOU,0.223,0.001,0.274,-0.125,-0.377,-0.597,0,-0.155
KC,2017,1,NE,0.748,0.635,0.822,0.447,-0.168,-0.264,-0.082,-0.054
LARM,2017,1,IND,0.781,0.09,0.725,-0.229,-0.579,-0.82,-0.352,0.112
MIN,2017,1,NO,0.407,0.421,1.22,-0.351,-0.012,0.272,-0.486,-0.026
NE,2017,1,KC,-0.459,-0.016,0.006,-0.035,0.483,0.56,0.355,0.04
NO,2017,1,MIN,0.055,0.27,0.606,0.06,0.272,1.249,-0.231,0.057
NYG,2017,1,DAL,-0.436,-0.256,-0.238,-0.162,0.169,0.351,-0.06,-0.011
NYJ,2017,1,BUF,-0.677,-0.381,-0.428,-0.253,0.272,0.52,0.095,-0.024
OAK,2017,1,TEN,-0.078,0.187,0.426,-0.095,0.305,0.474,0.014,0.04
PHI,2017,1,WAS,0.352,0.025,0.452,-0.458,-0.261,-0.392,0.039,0.066
PIT,2017,1,CLE,0.249,0.148,0.378,-0.283,-0.065,0.161,-0.369,0.036
SD,2017,1,DEN,-0.103,0.12,0.726,0.191,0.016,0.708,-0.095,-0.207
SEA,2017,1,GB,-0.47,-0.404,-0.541,-0.074,0.154,0.253,-0.007,0.088
SF,2017,1,CAR,-0.557,-0.509,-0.37,-0.365,0.053,0.543,-0.253,0.006
TEN,2017,1,OAK,0.05,0.209,0.322,0.116,0.118,0.388,-0.206,-0.041
WAS,2017,1,PHI,-0.054,-0.104,0.241,-0.059,-0.065,-0.45,0.326,-0.016
ARI,2017,2,IND,-0.086,-0.267,-0.214,-0.237,-0.234,-0.246,-0.219,-0.053
ATL,2017,2,GB,0.098,0.295,0.309,0.43,0.271,0.334,0.089,0.073
BAL,2017,2,CLE,0.388,0.145,0.278,-0.004,-0.262,-0.337,-0.112,-0.019
BUF,2017,2,CAR,-0.218,-0.317,-0.206,-0.441,-0.163,0.058,-0.425,-0.064
CAR,2017,2,BUF,0.166,-0.212,0.13,-0.485,-0.329,-0.166,-0.517,0.048
CHI,2017,2,TB,-0.721,-0.632,0.063,-0.111,0.019,-0.379,-0.119,-0.069
CIN,2017,2,HOU,-0.007,-0.267,0.711,-0.244,-0.014,0.075,-0.237,0.246
CLE,2017,2,BAL,-0.56,-0.445,-0.499,0.004,0.126,0.455,-0.253,0.011
DAL,2017,2,DEN,-0.682,-0.359,-0.177,-0.398,0.425,0.659,0.215,0.102
DEN,2017,2,DAL,0.401,0.338,0.581,0.16,-0.278,-0.135,-0.714,-0.215
DET,2017,2,NYG,0.364,-0.052,0.173,-0.114,-0.149,-0.112,-0.219,0.267
GB,2017,2,ATL,-0.126,0.088,0.236,0.21,0.226,0.194,0.259,0.011
HOU,2017,2,CIN,-0.115,-0.134,0.445,0.278,-0.138,0.282,-0.387,-0.119
IND,2017,2,ARI,-0.31,-0.319,-0.344,-0.094,-0.004,0.114,-0.183,0.005
JAC,2017,2,TEN,-0.685,-0.264,-0.74,0.236,0.352,0.097,0.536,-0.069
KC,2017,2,PHI,0.602,0.481,1.386,0.171,-0.05,0.354,-0.107,0.071
LARM,2017,2,WAS,-0.368,-0.146,0.705,-0.252,0.195,-0.621,-0.39,-0.028
MIA,2017,2,SD,-0.129,0.111,0.496,-0.184,0.261,0.418,-0.149,0.021
MIN,2017,2,PIT,-0.082,-0.026,0.005,0.033,0.086,0.315,-0.156,0.031
NE,2017,2,NO,0.34,0.605,1.184,-0.022,0.148,0.293,-0.161,-0.117
NO,2017,2,NE,-0.148,0.187,0.335,-0.141,0.323,0.71,-0.134,-0.012
NYG,2017,2,DET,-0.589,-0.291,-0.155,-0.376,0.014,-0.081,0.076,-0.284
NYJ,2017,2,OAK,-0.682,-0.115,-0.347,-0.738,0.547,-0.202,0.146,-0.019
OAK,2017,2,NYJ,0.472,0.616,0.725,-0.172,0.182,-0.225,0.197,0.037
PHI,2017,2,KC,-0.289,-0.022,-0.053,0.287,0.152,0.142,0.166,-0.115
PIT,2017,2,MIN,0.829,0.443,0.972,0.064,-0.344,-0.547,-0.035,0.042
SD,2017,2,MIA,0.022,0.41,0.718,-0.184,0.164,0.374,-0.056,-0.224
SEA,2017,2,SF,0.175,-0.111,-0.28,-0.051,-0.388,-0.059,-0.177,-0.103
SF,2017,2,SEA,-0.299,-0.396,-0.903,0.288,0.019,-0.022,0.063,0.116
TB,2017,2,CHI,0.283,0.081,0.336,-0.117,-0.128,0.122,-0.721,0.074
TEN,2017,2,JAC,0.779,0.526,0.488,-0.35,-0.137,0.466,0.174,0.115
WAS,2017,2,LARM,0.48,0.195,0.274,0.136,-0.347,-0.332,-0.363,-0.061
ARI,2017,3,DAL,-0.371,-0.065,0.064,-0.377,0.178,0.838,-0.2,-0.128
ATL,2017,3,DET,0.071,-0.08,-0.054,0.166,-0.042,-0.034,-0.063,0.109
BAL,2017,3,JAC,-0.868,-0.531,-0.688,-0.38,0.355,0.765,-0.03,0.017
BUF,2017,3,DEN,0.267,0.131,0.423,-0.178,-0.007,0.053,-0.095,0.13
CAR,2017,3,NO,-0.422,-0.199,-0.728,0.559,0.223,0.402,0.04,0
CHI,2017,3,PIT,-0.147,-0.232,-0.405,0.049,-0.1,-0.204,0.106,-0.014
CIN,2017,3,GB,-0.102,0.119,0.532,-0.249,0.006,0.104,-0.259,-0.215
CLE,2017,3,IND,-0.211,-0.16,-0.372,0.383,0.1,0.498,-0.183,0.049
DAL,2017,3,ARI,0.426,0.415,0.949,0.187,0.091,0.228,-0.227,0.103
DEN,2017,3,BUF,-0.358,-0.277,-0.125,-0.182,0.1,0.481,-0.323,0.02
DET,2017,3,ATL,0.025,-0.027,0.031,-0.183,0.005,-0.184,0.207,0.057
GB,2017,3,CIN,-0.153,-0.053,0.037,-0.168,0.151,0.63,-0.291,0.051
HOU,2017,3,NE,0.283,0.061,0.456,-0.156,-0.183,0.008,-0.515,0.039
IND,2017,3,CLE,-0.109,-0.017,0.208,-0.003,0.155,0.108,0.256,0.063
JAC,2017,3,BAL,1.002,0.519,1.138,-0.004,-0.439,-0.758,-0.126,0.044
KC,2017,3,SD,0.596,0.181,0.147,0.432,-0.354,-0.559,-0.044,0.061
LARM,2017,3,SF,0.268,0.31,1.092,-0.121,-0.029,0.104,-0.165,-0.071
MIA,2017,3,NYJ,-0.546,-0.36,-0.246,-0.476,0.104,0.79,-0.376,-0.082
MIN,2017,3,TB,0.364,0.393,0.924,-0.072,0.003,0.053,-0.242,-0.027
NE,2017,3,HOU,-0.065,0.049,0.279,-0.338,0.147,0.443,-0.104,0.033
NO,2017,3,CAR,0.981,0.679,0.972,0.39,-0.337,-0.911,0.423,-0.036
NYG,2017,3,PHI,0.118,0.219,0.634,-0.372,0.076,-0.04,0.17,-0.025
NYJ,2017,3,MIA,0.184,-0.016,0.55,-0.347,-0.167,-0.08,-0.456,0.033
OAK,2017,3,WAS,-0.753,-0.586,-0.535,-0.576,0.242,0.972,-0.367,0.076
PHI,2017,3,NYG,0.008,0.114,0.113,0.213,0.183,0.442,-0.374,0.077
PIT,2017,3,CHI,0.04,0.121,0.065,0.325,-0.091,-0.305,0.009,-0.172
SD,2017,3,KC,-0.434,-0.359,-0.352,-0.224,-0.01,-0.315,0.277,-0.085
SEA,2017,3,TEN,-0.148,0.225,0.425,-0.064,0.313,0.694,-0.003,-0.059
SF,2017,3,LARM,-0.136,0.061,0.416,-0.175,0.255,0.854,-0.244,0.058
TB,2017,3,MIN,-0.217,0.096,0.256,-0.211,0.371,0.874,-0.05,0.059
TEN,2017,3,SEA,0.07,0.351,0.748,0.092,0.327,0.565,-0.135,0.046
WAS,2017,3,OAK,0.751,0.136,0.984,-0.416,-0.67,-0.761,-0.436,-0.056
ARI,2017,4,SF,-0.036,-0.224,-0.177,-0.332,-0.227,-0.116,-0.411,-0.039
ATL,2017,4,BUF,-0.286,-0.11,-0.1,-0.124,0.157,0.614,-0.087,-0.018
BAL,2017,4,PIT,0.055,-0.107,0.009,-0.422,-0.156,-0.375,-0.03,0.006
BUF,2017,4,ATL,0.134,-0.108,0.298,-0.147,-0.164,-0.28,-0.012,0.077
CAR,2017,4,NE,0.351,0.396,1.004,-0.186,0.055,0.09,-0.022,0.01
CHI,2017,4,GB,-0.513,-0.303,-0.429,-0.092,0.184,0.391,-0.074,-0.026
CIN,2017,4,CLE,0.595,0.308,0.745,-0.137,-0.168,-0.055,-0.412,0.12
CLE,2017,4,CIN,-1.153,-0.66,-0.742,-0.389,0.283,0.78,-0.234,-0.211
DAL,2017,4,LARM,-0.027,0.27,0.314,0.219,0.154,0.191,0.109,-0.144
DEN,2017,4,OAK,-0.001,-0.073,-0.014,0.054,-0.267,-0.068,-0.663,-0.195
DET,2017,4,MIN,0.165,0.007,0.049,0.018,-0.166,-0.267,-0.01,-0.008
GB,2017,4,CHI,0.306,0.255,0.429,0.138,-0.018,-0.009,-0.026,0.033
HOU,2017,4,TEN,0.894,0.231,0.551,0.079,-0.593,-1.287,0.109,0.07
IND,2017,4,SEA,-0.678,-0.313,-0.396,-0.096,0.392,0.502,0.305,0.027
JAC,2017,4,NYJ,-0.161,-0.134,-0.483,0.142,0.029,-0.218,0.282,0.001
KC,2017,4,WAS,-0.015,0.363,0.593,0.174,0.255,0.484,0.04,-0.123
LARM,2017,4,DAL,0.239,0.182,0.319,0.259,0.127,0.164,0.086,0.184
MIA,2017,4,NO,-0.314,-0.27,-0.362,0.047,0.009,0.251,-0.309,-0.036
MIN,2017,4,DET,-0.055,-0.163,-0.088,-0.225,-0.143,-0.27,0.008,-0.035
NE,2017,4,CAR,0.119,0.437,0.512,0.273,0.39,0.935,-0.144,0.072
NO,2017,4,MIA,0.259,0.031,0.184,-0.036,-0.248,-0.486,0.094,-0.02
NYG,2017,4,TB,-0.421,-0.002,0.239,-0.395,0.28,0.392,0.1,-0.139
NYJ,2017,4,JAC,0.186,-0.051,-0.064,0.188,-0.225,-0.492,-0.008,0.013
OAK,2017,4,DEN,-0.44,-0.271,0.027,-0.486,0.256,0.435,0.09,0.087
PHI,2017,4,SD,0.214,0.168,0.513,-0.02,0.05,0.104,-0.113,0.097
PIT,2017,4,BAL,0.166,0.078,0.288,0.117,-0.136,-0.028,-0.438,-0.047
SD,2017,4,PHI,0.185,0.365,0.631,0.005,0.102,0.261,-0.012,-0.078
SEA,2017,4,IND,0.465,0.351,0.354,0.348,-0.127,-0.27,0.035,-0.012
SF,2017,4,ARI,-0.147,-0.191,-0.072,-0.259,0.049,0.161,-0.195,0.093
TB,2017,4,NYG,0.106,0.341,0.544,0.024,0.137,0.38,-0.269,-0.097
TEN,2017,4,HOU,-0.972,-0.56,-1.174,0.179,0.419,0.786,0.116,0.007
WAS,2017,4,KC,0.037,0.104,0.358,-0.142,0.116,0.154,0.072,0.049
ARI,2017,5,PHI,-0.493,-0.047,0.157,-0.524,0.194,0.554,-0.17,-0.252
BAL,2017,5,OAK,0.085,0.098,0.044,0.187,0.018,-0.104,0.123,0.005
BUF,2017,5,CIN,-0.262,-0.389,-0.372,-0.414,-0.041,0.046,-0.175,0.085
CAR,2017,5,DET,0.023,0.007,0.675,-0.761,-0.072,-0.068,-0.079,-0.055
CHI,2017,5,MIN,0.084,-0.091,0.146,-0.05,-0.199,-0.32,-0.085,-0.024
